brandDomain,instagramHandle,followers,followers_growth30d,postCount,publishTime_latest,maxCountry,maxCountryPercent,avgAge,genderManPercent,genderWomanPercent,demographicUpdatedAt,product type
lancome.com,b_b_w_k,58892,-0.003061533751,2,1766142263000,,,35.0305,0.2651,0.7349,2026-01-11,Skincare
samsung.com,jondrafilms,1566684,-0.006793823325,1,1766087345000,,,,,,,Smartphone
samsung.com,explore_create_capture,687012,-0.00455439261,2,1766070270000,IRL,0.3708,30.8348,0.5471,0.4529,2026-01-11,Smartphone
nike.com,nolendubuc,328664,-0.0173029831,1,1766011559000,,,,,,,Sportswear
samsung.com,thejoshvfx,670280,0.03021853158,2,1766004504000,USA,0.7601,26.64985,0.6939,0.3061,2026-01-11,Smartphone
samsung.com,jordanflom,1442858,0.01950326165,1,1766004013000,,,32.60225,0.1705,0.8295,2026-01-11,Smartphone
samsung.com,yesconnieishere,471074,-0.005358904998,1,1766002016000,USA,0.807,29.996,0.1942,0.8058,2026-01-11,Smartphone
temu.com,alinamaglas,464645,0.02587188189,1,1765974490000,ESP,0.5632,31.3848,0.2255,0.7745,2026-01-11,E-commerce
apple.com,matyouz,21314,0.007039924403,1,1765911619000,USA,0.4593,,,,2026-01-11,Smartphone
temu.com,tark.kaptan,142721,-0.003561104361,2,1765900079000,,,,,,,E-commerce
maybelline.com,mixaelamarinova,182123,0.001416289337,1,1765826007000,USA,0.2714,28.9582,0.26,0.74,2026-01-11,Cosmetics
apple.com,ayodifamily,317520,-0.00121706151,1,1765820638000,,,33.16125,0.1389,0.8611,2026-01-11,Smartphone
temu.com,ikrll7,232518,,2,1765570373000,,,,,,,E-commerce
apple.com,henryfraser0,114181,0.0063812722,1,1765564847000,,,,,,,Smartphone
apple.com,thingsihavedrawn,1003400,-0.003460610972,2,1765560242000,GBR,0.455,30.68875,0.375,0.625,2026-01-11,Smartphone
temu.com,brianna.social,2283,-0.008253692441,6,1765442418000,,,,,,,E-commerce
hm.com,kunalbhosle_,20364,-0.005622286302,2,1765370331000,,,,,,,Retails
temu.com,eslam.mohamed.hamed,40773,-0.003596078671,4,1765362322000,USA,0.2931,,,,2026-01-11,E-commerce
temu.com,pinkposhjeep,325815,,1,1765293863000,USA,0.6944,30.16595,0.2504,0.7496,2026-01-11,E-commerce
gucci.com,orioncarloto,776305,-0.004041285257,1,1765234622000,USA,0.8081,31.08465,0.3528,0.6472,2026-01-11,Retails
samsung.com,maioka.co,74828,,3,1765213234000,USA,0.8163,,,,2026-01-11,Smartphone
maybelline.com,georgiarosemua,21643,0.005576467308,1,1764952157000,GBR,0.508,30.42535,0.0694,0.9306,2026-01-11,Cosmetics
temu.com,samiraliyehv,80716,0.01515513577,1,1764930100000,,,,,,,E-commerce
nike.com,chad.warner5,42672,0.01722769796,1,1764837561000,,,,,,,Sportswear
nike.com,isaacheeney,107903,0.009989484583,1,1764837561000,AUS,0.4055,29.051,0.7373,0.2627,2026-01-11,Sportswear
shopee.com,tw.photo.jino,3700,-0.003232758621,1,1764819127000,,,,,,,E-commerce
lancome.com,makeup_veronikavargova,16357,0.00006324790649,1,1764755613000,,,33.50555,0.3862,0.6138,2026-01-11,Skincare
temu.com,haidiancaiyilin,121934,0.02078676612,1,1764677958000,GBR,0.5339,,,,2026-01-11,E-commerce
hm.com,h.zzzzz_in,77795,-0.004457643104,1,1764665659000,KOR,0.8141,33.78525,0.5597,0.4403,2026-01-11,Retails
nike.com,tayla_harris,118228,-0.001818718993,1,1764659558000,,,34.15525,0.2596,0.7404,2026-01-11,Sportswear
temu.com,antopalma_s,28122,-0.0009555404194,1,1764621200000,ITA,0.8559,31.48255,0.5122,0.4878,2026-01-11,E-commerce
nike.com,whodat_keed,84479,0.00199735599,1,1764411788000,USA,0.3953,,,,2026-01-11,Sportswear
nike.com,gwendo_authentic,81288,0.004498047551,1,1764352896000,FRA,0.7982,31.6,0.3019,0.6981,2026-01-11,Sportswear
apple.com,enriquealex,333465,0.00350091887,1,1764349135000,ESP,0.6746,30.9337,0.1353,0.8647,2026-01-11,Smartphone
hm.com,ponahalo,32755,-0.001311055552,1,1764313383000,USA,0.3953,,,,2026-01-11,Retails
nike.com,ponahalo,32755,-0.001311055552,1,1764313383000,USA,0.3953,,,,2026-01-11,Sportswear
maybelline.com,paolocamilli,413305,-0.001939526498,1,1764244603000,ITA,0.7592,30.88925,0.3386,0.6614,2026-01-11,Cosmetics
nike.com,coach_rio316,33641,0.004564564789,1,1764244448000,,,28.84275,0.396,0.604,2026-01-11,Sportswear
temu.com,khaled_marques,16140,-0.002657109312,7,1764207956000,BRA,0.8688,27.38945,0.7118,0.2882,2026-01-11,E-commerce
temu.com,tribe6strong,273936,-0.01034841663,2,1764176541000,USA,0.7388,35.48985,0.1363,0.8637,2026-01-11,E-commerce
maybelline.com,conilio.official,40973,-0.0003171814766,1,1764133343000,USA,0.4797,,,,2026-01-11,Cosmetics
adidas.com,emsonmallari_,112198,,2,1764106556000,USA,0.4575,30.7497,0.3748,0.6252,2026-01-11,Sportswear
nike.com,jimm.andtonic,3740,0.01039132198,1,1764090690000,,,,,,,Sportswear
temu.com,asiayarbroughh,49387,-0.01012185637,1,1763762511000,,,,,,,E-commerce
samsung.com,fabrizioquinoa,157793,-0.006021684158,3,1763748887000,USA,0.7767,32.7117,0.4844,0.5156,2026-01-11,Smartphone
samsung.com,andrewiwanicki,103973,0.02452603366,1,1763737935000,IRL,0.3948,,,,2026-01-11,Smartphone
temu.com,aylingnav,14019,,1,1763559539000,USA,0.8163,32.3186,0.4892,0.5108,2026-01-11,E-commerce
temu.com,vetto18,26409,-0.002230157086,1,1763494099000,ITA,0.8616,32.4416,0.3243,0.6757,2026-01-11,E-commerce
nike.com,gracemelanin,14623,0.0006158478172,1,1763139605000,,,,,,,Sportswear
apple.com,lakwena,112170,0.0003711229519,1,1763136150000,GBR,0.5469,30.86155,0.3795,0.6205,2026-01-11,Smartphone
temu.com,andryi_sa_anisa,11832,-0.00143472023,2,1763126923000,,,,,,,E-commerce
nike.com,tomyyy.bikz,81065,-0.01464689437,2,1763053273000,,,,,,,Sportswear
temu.com,chriswguerra,58998,0.03745515932,1,1763049034000,USA,0.7228,28.3901,0.3103,0.6897,2026-01-11,E-commerce
temu.com,mariacristiananita,32116,-0.01055301856,1,1763039968000,USA,0.3222,32.21,0.4534,0.5466,2026-01-11,E-commerce
nike.com,beamarinx,73565,,1,1763028214000,PHL,0.6136,,,,2026-01-11,Sportswear
nike.com,carmenvallejo,31420,-0.002089889851,2,1762882403000,ESP,0.6625,30.8761,0.2233,0.7767,2026-01-11,Sportswear
temu.com,alghamdi_ia,612976,-0.0001831014995,5,1762880292000,,,31.1284,0.3797,0.6203,2026-01-11,E-commerce
hm.com,mi__co.jp,103108,0.002050789889,1,1762506750000,JPN,0.835,32.32885,0.2751,0.7249,2026-01-11,Retails
hm.com,vrindasurii,459570,-0.007521797542,1,1762432473000,USA,0.6343,31.21365,0.1959,0.8041,2026-01-11,Retails
shopee.com,594blackdragon,173244,-0.001918456938,1,1762336933000,TWN,0.89,31.36,0.73,0.27,2026-01-11,E-commerce
nyxcosmetics.com,flossybaby,914002,0.003734895964,1,1762287109000,,,30.87795,0.3171,0.6829,2026-01-11,Cosmetics
temu.com,elenas.craft.studio,323328,-0.001142910096,3,1762192190000,,,,,,,E-commerce
nike.com,anetha,243415,0.029826751,1,1762189296000,,,,,,,Sportswear
temu.com,fedepunales_,322555,-0.002430870196,1,1762180122000,MEX,0.409,30.017,0.4172,0.5828,2026-01-11,E-commerce
temu.com,haus.home_,17624,-0.003997415812,3,1762162838000,,,,,,,E-commerce
hm.com,k1ms1on,191893,-0.00747909113,1,1761995226000,KOR,0.9061,30.2679,0.4232,0.5768,2026-01-11,Retails
nike.com,riamegan,146060,-0.002219161779,1,1761910424000,,,,,,,Sportswear
nike.com,antonianocca,105396,-0.005519857333,2,1761732665000,,,,,,,Sportswear
hm.com,thegmni,36191,0.0008296001327,1,1761558252000,,,,,,,Retails
temu.com,bella.minaaa,296038,,1,1761552195000,USA,0.3822,37.1827,0.1485,0.8515,2026-01-11,E-commerce
samsung.com,elliothawkey,103247,-0.001054607376,1,1761328483000,USA,0.8163,,,,2026-01-11,Smartphone
hm.com,samimiro,441762,-0.002567174958,2,1761324132000,USA,0.5306,32.9789,0.2388,0.7612,2026-01-11,Retails
hm.com,tesschristinexo,630475,-0.0008329617584,1,1761237463000,USA,0.7926,33.16525,0.1695,0.8305,2026-01-11,Retails
hm.com,richieshazam,129893,-0.0007816497425,3,1761234477000,,,,,,,Retails
lancome.com,makeupbyjpablo,9249,-0.0003137944019,1,1761188682000,,,,,,,Skincare
lancome.com,hazalkaya,7721426,-0.001690684055,1,1761066126000,TUR,0.8446,29.09285,0.2434,0.7566,2026-01-11,Skincare
maybelline.com,nadja_eric,78492,-0.003060257578,1,1761065465000,USA,0.2826,,,,2026-01-11,Cosmetics
temu.com,r_m1155,61679,-0.0009262633625,4,1761042302000,USA,0.2931,35.5442,0.3088,0.6912,2026-01-11,E-commerce
hm.com,ambikadhr,51510,-0.001784316857,1,1760943626000,GBR,0.5571,31.02025,0.18,0.82,2026-01-11,Retails
temu.com,maevamebong,237268,-0.001203936789,1,1760781089000,FRA,0.7387,30.67535,0.2246,0.7754,2026-01-11,E-commerce
shopee.com,amber_in_tainan,30066,-0.0004470985027,2,1760421210000,TWN,0.8701,29.02105,0.3733,0.6267,2026-01-11,E-commerce
nike.com,benne_nc,5692,0.001319493315,1,1760398200000,,,,,,,Sportswear
temu.com,xmertbozkurt,45933,-0.005542445171,2,1760252249000,TUR,0.8327,,,,2026-01-11,E-commerce
hm.com,singini_chowdhury,124104,0.02331163926,4,1760077033000,IND,0.7677,30.8246,0.3276,0.6724,2026-01-11,Retails
nike.com,afffirmations,906313,-0.005589976157,3,1760033763000,,,27.9638,0.4209,0.5791,2026-01-11,Sportswear
hm.com,vittoria,2036408,0.003367209079,1,1759597134000,USA,0.8165,31.4813,0.2498,0.7502,2026-01-11,Retails
temu.com,modern.cave,506487,0.007488188149,1,1759586209000,,,38.6485,0.3931,0.6069,2026-01-11,E-commerce
adidas.com,iam_trixafa.ent,62870,-0.0007747687613,1,1759528101000,USA,0.5074,30.3438,0.3799,0.6201,2026-01-11,Sportswear
maybelline.com,wakky.12389,5403,-0.004279676884,1,1759491889000,,,,,,,Cosmetics
hm.com,mrstreetpeeper,402463,,1,1759412123000,USA,0.8162,28.1354,0.3967,0.6033,2026-01-11,Retails
maybelline.com,natalia.katarto,2996,0.01753230194,1,1759393760000,,,,,,,Cosmetics
hm.com,priyamyonzon,157147,-0.008273020672,1,1759152899000,IND,0.7913,31.6661,0.7633,0.2367,2026-01-11,Retails
gucci.com,yesly,1955506,-0.004508067671,1,1758911134000,USA,0.6419,,,,2026-01-11,Retails
temu.com,ugclimmy,13887,-0.008496358703,3,1758796850000,USA,0.4797,,,,2026-01-11,E-commerce
clinique.com,nicoletortolani,311173,,1,1758758576000,USA,0.301,31.8918,0.3155,0.6845,2026-01-11,Skincare
maybelline.com,vatsalamalhotraseth,17141,-0.00631884058,1,1758720587000,,,,,,,Cosmetics
hm.com,ramihanna,50654,,1,1758697626000,,,29.0923,0.2207,0.7793,2026-01-11,Retails
temu.com,homebyfar,102869,-0.001930764156,1,1758560514000,USA,0.3832,35.227,0.1804,0.8196,2026-01-11,E-commerce
nike.com,justshowupclub,30932,0.003863554743,1,1758424601000,PHL,0.6136,,,,2026-01-11,Sportswear
mi.com,berlinstagram,517947,-0.0002998640065,1,1758373356000,DEU,0.4144,27.8609,0.4736,0.5264,2026-01-11,Smartphone
temu.com,nawmeche,5199,,1,1758339357000,,,,,,,E-commerce
temu.com,dida_abir,206348,-0.001488649565,1,1758293146000,ARE,0.3028,30.0218,0.4254,0.5746,2026-01-11,E-commerce
temu.com,bhavie11,3911,-0.002550369804,1,1758282727000,,,,,,,E-commerce
temu.com,johnny.and.jax,6467,-0.01252099557,1,1758168502000,,,,,,,E-commerce
temu.com,heckin.sick,115576,,1,1758150284000,USA,0.8163,,,,2026-01-11,E-commerce
nike.com,danielleburnett__,109574,-0.006613320259,1,1758046604000,,,29.35615,0.1372,0.8628,2026-01-11,Sportswear
temu.com,brusali.7,497048,0.002231355331,1,1757927328000,,,,,,,E-commerce
nike.com,lisa.zimouche,2029880,,2,1757869557000,USA,0.4805,32.6893,0.5535,0.4465,2026-01-11,Sportswear
temu.com,its.shaikho,827040,0.01414827044,1,1757838676000,USA,0.2303,29.5426,0.4912,0.5088,2026-01-11,E-commerce
lancome.com,camilapliego,46514,-0.01147617631,1,1757356502000,USA,0.4842,,,,2026-01-11,Skincare
temu.com,ugc_lhadeay,1382,-0.01469017094,2,1757058308000,,,,,,,E-commerce
nike.com,brettsbites,162191,0.01680421753,1,1757001628000,USA,0.8163,,,,2026-01-11,Sportswear
maybelline.com,6y_day,304068,-0.001304775069,1,1756902011000,HKG,0.8464,29.0637,0.2284,0.7716,2026-01-11,Cosmetics
nike.com,lafamilycurly,100060,0.02791365348,1,1756230783000,,,,,,,Sportswear
temu.com,escalanteari,6396,,4,1756158232000,,,,,,,E-commerce
temu.com,kvmciv96,20543,,3,1756145487000,POL,0.814,29.3684,0.1842,0.8158,2026-01-11,E-commerce
temu.com,fatheeyah_,66700,0.02956021517,2,1756102488000,GBR,0.5339,,,,2026-01-11,E-commerce
hm.com,_foxxex,6174,-0.002969012881,1,1755600036000,,,,,,,Retails
temu.com,paterknowstv,23874,-0.002884797874,1,1755337055000,PHL,0.6136,,,,2026-01-11,E-commerce
nike.com,coachmattmazarei,178016,0.0002494676338,1,1755108287000,USA,0.7487,28.2894,0.3645,0.6355,2026-01-11,Sportswear
temu.com,kingoffailsshow,213272,,1,1754823505000,USA,0.4139,28.4777,0.9003,0.0997,2026-01-11,E-commerce
maybelline.com,ayalilyflowers,377030,-0.003470395911,1,1754647085000,JPN,0.8297,30.74595,0.3398,0.6602,2026-01-11,Cosmetics
temu.com,laboratoriodiy,92550,0.106586061,3,1754434813000,MEX,0.2868,31.4309,0.3823,0.6177,2026-01-11,E-commerce
temu.com,yunovaa_,6837,-0.002118524377,1,1753332634000,,,,,,,E-commerce
apple.com,1whydee,159774,-0.006170458928,1,1752236025000,GBR,0.5339,,,,2026-01-11,Smartphone
temu.com,mariami_mardaleishvili,11871,-0.08029006093,1,1752063041000,,,,,,,E-commerce
hm.com,karanseerah,205812,,1,1751024960000,IND,0.7683,32.48545,0.4584,0.5416,2026-01-11,Retails
temu.com,luanaxsoares,1101805,0.004602660389,1,1750929484000,AUS,0.3896,31.5105,0.4623,0.5377,2026-01-11,E-commerce
temu.com,mendozayuna,75595,-0.004930194171,1,1750727768000,ESP,0.2498,,,,2026-01-11,E-commerce
temu.com,iimaginadora,4314,-0.006901311249,1,1750642344000,,,,,,,E-commerce
temu.com,simplymadhoohome,570,-0.001751313485,1,1750328700000,,,,,,,E-commerce
temu.com,createwith.jade,5201,0.03111216383,1,1749798678000,,,,,,,E-commerce
mi.com,jigpx,766248,,1,1749693820000,,,,,,,Smartphone
temu.com,orkhan_selimov,319431,-0.008887204106,2,1749657015000,,,,,,,E-commerce
hm.com,futa_sakaguchi,29920,,1,1749458797000,JPN,0.821,29.46625,0.1706,0.8294,2026-01-11,Retails
temu.com,heer_chatterbox_,1270,-0.1016163132,2,1749126102000,,,,,,,E-commerce
temu.com,jazzieandmicaela,28577,,4,1748570987000,USA,0.6473,,,,2026-01-11,E-commerce
temu.com,cour_tneey,4553,-0.01764338038,3,1748414377000,,,,,,,E-commerce
lancome.com,mertkenger,106595,-0.0009976253494,1,1748358062000,USA,0.397,31.2459,0.3963,0.6037,2026-01-11,Skincare
nyxcosmetics.com,dramaticashton,2442,,1,1748279826000,,,,,,,Cosmetics
zara.com,brownie_familyskg,10944,,1,1747518232000,,,,,,,Retails
temu.com,juniordamiaoo,696575,-0.003142191582,2,1747168624000,,,32.7881,0.3511,0.6489,2026-01-11,E-commerce
temu.com,h.a.r.u20,22929,,1,1747152386000,USA,0.3131,,,,2026-01-11,E-commerce
lancome.com,ayanekotan,64902,-0.002820661766,1,1746781013000,,,,,,,Skincare
gucci.com,ahustle_lucky_lefteyeluci,1752,-0.009049773756,1,1746737717000,,,,,,,Retails
nike.com,thatsamazing,190395,-0.002446794019,5,1746370027000,USA,0.8167,31.2857,0.1801,0.8199,2026-01-11,Sportswear
chanel.com,bluecra_z,883,-0.002421307506,10,1745778927000,,,,,,,Retails
nike.com,dhruv_uzir,991,,1,1745637711000,,,,,,,Sportswear
nike.com,redcarpetgirlz,960805,-0.002889030116,2,1745593958000,,,,,,,Sportswear
maybelline.com,miiko_no_,9312,-0.008095440988,2,1744900832000,,,,,,,Cosmetics
hm.com,kirsylovett,17267,,1,1744404558000,USA,0.8163,,,,2026-01-11,Retails
hm.com,felixsandman,385106,-0.00346160883,1,1744393297000,USA,0.6353,30.8023,0.2482,0.7518,2026-01-11,Retails
nyxcosmetics.com,shicanfly,116488,-0.00009442141134,1,1743787221000,USA,0.7528,29.1023,0.2966,0.7034,2026-01-11,Cosmetics
maybelline.com,cecilystrong,662629,,2,1743440734000,,,,,,,Cosmetics
lancome.com,sharina.wckslr,12524,0.004572070266,1,1743412234000,,,,,,,Skincare
lancome.com,lindow_ozaki,2563968,,1,1743243940000,USA,0.5313,32.00425,0.7556,0.2444,2026-01-11,Skincare
lancome.com,martini15to,79075,-0.003314931054,1,1743066009000,JPN,0.8411,34.87835,0.2693,0.7307,2026-01-11,Skincare
adidas.com,lor_mehrdadam_taheri,68,,1,1743025996000,,,,,,,Sportswear
nike.com,lor_mehrdadam_taheri,68,,1,1743025996000,,,,,,,Sportswear
temu.com,jula.kolaczek,126661,-0.002968874746,4,1742821354000,POL,0.6554,30.64345,0.3721,0.6279,2026-01-11,E-commerce
nike.com,deejay__blake,898,,1,1742515743000,,,,,,,Sportswear
temu.com,julie_atara,76862,-0.00390277055,8,1742343216000,,,,,,,E-commerce
temu.com,araai.aman,56967,-0.001357115271,2,1742230632000,RUS,0.4532,32.0165,0.5999,0.4001,2026-01-11,E-commerce
hm.com,dom.overseas,52309,0.02816652253,1,1742200533000,USA,0.4593,,,,2026-01-11,Retails
temu.com,arabphonee,38375,0.001484774314,2,1741421803000,,,,,,,E-commerce
hm.com,nabilahkariem,125796,0.0009240350764,2,1740507713000,,,31.22665,0.403,0.597,2026-01-11,Retails
dior.com,iamsineca,1533,0.01792828685,1,1739283743000,,,,,,,Retails
dior.com,yeungchinggg.terra,49158,0.2350660356,1,1739095921000,HKG,0.7847,33.62055,0.1282,0.8718,2026-01-11,Retails
temu.com,mr_falak_abbas,24108,,2,1739056911000,USA,0.3929,,,,2026-01-11,E-commerce
apple.com,cbphilosopher,507,0.003600360036,1,1738808859000,,,,,,,Smartphone
nike.com,fikarvibes.horizon,4827,-0.01109841253,1,1738417339000,,,,,,,Sportswear
temu.com,our.mountain.life,19627,-0.002598033402,3,1738058171000,USA,0.4797,,,,2026-01-11,E-commerce
temu.com,ashley_htxrealtor,18639,-0.0003754156387,1,1737913168000,USA,0.8163,,,,2026-01-11,E-commerce
temu.com,weaves.and.looms,27533,,1,1737330009000,USA,0.5473,,,,2026-01-11,E-commerce
temu.com,joaovarela__,170578,0.004617306959,3,1737221892000,BRA,0.7386,33.3344,0.2452,0.7548,2026-01-11,E-commerce
temu.com,eugicarolina,82798,-0.003089272501,2,1736550177000,BRA,0.8848,31.97405,0.3353,0.6647,2026-01-11,E-commerce
gucci.com,rasso.az,2170,-0.008636894782,1,1736538818000,,,,,,,Retails
temu.com,isabellathatgirll,243524,,2,1736348838000,,,,,,,E-commerce
temu.com,dublajlee,102638,-0.01235396288,3,1735739971000,,,,,,,E-commerce
maybelline.com,cakefacehaze,30920,,3,1735100331000,USA,0.8072,30.8269,0.1457,0.8543,2026-01-11,Cosmetics
temu.com,gunsmokethedobie,17646,,1,1734716229000,USA,0.7728,34.9626,0.2713,0.7287,2026-01-11,E-commerce
temu.com,alejandrojimenez_3,3375,-0.001774622893,2,1734701704000,,,,,,,E-commerce
temu.com,queenafiaschwarzenegger,2942181,0.00008896347495,1,1734418017000,USA,0.7206,32.0771,0.9308,0.0692,2026-01-11,E-commerce
temu.com,nataliehakanssonn,51462,,2,1733930576000,USA,0.4593,33.8582,0.3314,0.6686,2026-01-11,E-commerce
temu.com,tovahnovak,76618,-0.001693855214,4,1733174006000,,,,,,,E-commerce
adidas.com,pameph,202662,,1,1732993056000,,,,,,,Sportswear
temu.com,outfitacasamia,19804,-0.00283175594,5,1732956876000,ITA,0.8292,28.99105,0.2561,0.7439,2026-01-11,E-commerce
temu.com,ricesouup,43,,2,1732937355000,,,,,,,E-commerce
nike.com,thegarmentdeals,9344,-0.001654259719,1,1732900142000,,,,,,,Sportswear
lancome.com,georginaamoros,3445655,-0.003926435875,2,1732727453000,ESP,0.6551,31.2376,0.1644,0.8356,2026-01-11,Skincare
temu.com,andresbundchen,129189,0.01308266162,3,1732646312000,USA,0.6497,33.788,0.3297,0.6703,2026-01-11,E-commerce
temu.com,its_stelia,23891,-0.001291916025,1,1732624160000,,,,,,,E-commerce
temu.com,luqman_rahman1,343507,-0.005329680349,1,1732545106000,USA,0.571,32.696,0.3939,0.6061,2026-01-11,E-commerce
temu.com,willowbloomhome,87321,-0.001086757573,1,1732541122000,USA,0.5473,,,,2026-01-11,E-commerce
temu.com,itscaioeduardo,5217,-0.007728686307,5,1732487513000,,,,,,,E-commerce
temu.com,petrillielena,10275,,2,1732262992000,,,,,,,E-commerce
hm.com,harinef,1020471,-0.0001371727328,1,1732032354000,DEU,0.6361,30.5658,0.4305,0.5695,2026-01-11,Retails
adidas.com,sobeidasg,5305,-0.0002174606396,1,1731195587000,,,,,,,Sportswear
hm.com,adaamaraaa,501668,-0.01260732533,1,1730651779000,USA,0.4444,29.4647,0.4059,0.5941,2026-01-11,Retails
nyxcosmetics.com,lillyteel,92694,-0.00443575671,5,1730232077000,USA,0.8067,31.47185,0.3486,0.6514,2026-01-11,Cosmetics
hm.com,victoriouslogan,137447,,1,1729800942000,USA,0.7274,30.9863,0.4129,0.5871,2026-01-11,Retails
tissot.ch,alexiskmorgan,119486,,3,1729542426000,USA,0.8163,,,,2026-01-11,Watch
temu.com,vanessakarolasalvo,49265,-0.001965074349,1,1728916088000,ITA,0.8034,29.1028,0.2326,0.7674,2026-01-11,E-commerce
temu.com,empajonate,63549,-0.0005432785718,2,1728472800000,MEX,0.2532,28.91465,0.2649,0.7351,2026-01-11,E-commerce
temu.com,enzus93,9285,-0.001953983684,1,1727613188000,,,,,,,E-commerce
temu.com,salvatore_cerullo,102401,-0.001291926677,2,1727595897000,ITA,0.8555,30.88335,0.3629,0.6371,2026-01-11,E-commerce
temu.com,karcyaa,9863,,1,1727450439000,,,,,,,E-commerce
maybelline.com,ideaizo,63400,-0.002153951468,1,1727425818000,JPN,0.8336,30.7012,0.3329,0.6671,2026-01-11,Cosmetics
temu.com,dorrysdiary,1257,-0.002164502165,1,1727374591000,,,,,,,E-commerce
dior.com,rashmibhanja22,175247,-0.002170850329,2,1727366384000,,,,,,,Retails
temu.com,momyeplans,6642,,1,1726841374000,,,,,,,E-commerce
temu.com,mil_e_uma_aventuras,115082,-0.004919445475,3,1726753260000,BRA,0.7206,28.29375,0.2627,0.7373,2026-01-11,E-commerce
temu.com,adriansunriseinc,10124,,1,1726747540000,,,,,,,E-commerce
hm.com,moon_lane84,680,-0.001421060111,1,1726587802000,,,,,,,Retails
temu.com,cissifio,206978,-0.002444758101,1,1726584341000,USA,0.5996,33.4188,0.368,0.632,2026-01-11,E-commerce
temu.com,lamiacasailmiostile_homedecor,5090,-0.001248506251,2,1726327555000,,,,,,,E-commerce
temu.com,mamafit_813,269,,1,1726001836000,,,,,,,E-commerce
lancome.com,moeka__yahagi,204102,-0.001458169934,1,1725454015000,JPN,0.8034,30.11265,0.5358,0.4642,2026-01-11,Skincare
adidas.com,melanie_leupolz,286389,-0.004369653146,1,1724947831000,DEU,0.3858,27.0859,0.3122,0.6878,2026-01-11,Sportswear
nike.com,nhnl.li_shawn,13349,-0.01180383462,1,1724721867000,USA,0.8163,,,,2026-01-11,Sportswear
adidas.com,jalal_models,134298,,1,1723955820000,USA,0.6721,,,,2026-01-11,Sportswear
zara.com,jalal_models,134298,,1,1723955820000,USA,0.6721,,,,2026-01-11,Retails
chanel.com,jalal_models,134298,,1,1723955820000,USA,0.6721,,,,2026-01-11,Retails
nike.com,kaepernick7,3485376,-0.001681021083,1,1723503805000,,,,,,,Sportswear
nike.com,andersontwins2029,6778,0.4106139438,1,1722444291000,,,,,,,Sportswear
apple.com,macho_141st,253,0.00796812749,1,1722255481000,,,,,,,Smartphone
nike.com,galorys.gustavo,527,0.02254932665,1,1720100051000,,,,,,,Sportswear
temu.com,alkobimicaella_,152237,-0.004622606967,2,1720076775000,,,,,,,E-commerce
apple.com,murodullayev_sobir,666,0.01302648719,1,1719721223000,,,,,,,Smartphone
tissot.ch,klaythompson,16671393,,1,1719430158000,USA,0.8157,30.69135,0.365,0.635,2026-01-11,Watch
nyxcosmetics.com,artistry.bri,16972,-0.002190838022,3,1718662579000,,,,,,,Cosmetics
tissot.ch,justinpippen,101323,0.01015533016,1,1718301692000,,,,,,,Watch
adidas.com,jeffabreu.rd,756,0.01476510067,1,1717460159000,,,,,,,Sportswear
zara.com,ferranmacian,6691,,1,1717092802000,,,,,,,Retails
temu.com,officialhungrylips,33386,-0.002436665372,2,1716712297000,USA,0.7363,33.09385,0.2371,0.7629,2026-01-11,E-commerce
nike.com,bk_afro10,10068,,1,1716565691000,FRA,0.8063,33.92045,0.3377,0.6623,2026-01-11,Sportswear
nike.com,maryannjenkk,95031,-0.005256494657,1,1714759189000,,,,,,,Sportswear
nike.com,x.31rod,11242,,1,1714278716000,,,,,,,Sportswear
adidas.com,ravi_tallewal_,421,0.004339336082,1,1711556488000,,,,,,,Sportswear
nike.com,leianity,21669,-0.006168201074,2,1710878619000,,,,,,,Sportswear
zara.com,___luna.c_,495,0.03810520024,1,1709567828000,,,,,,,Retails
adidas.com,badal_choudhury_official,119790,0.0005529867911,1,1704047966000,,,28.1998,0.3782,0.6218,2026-01-11,Sportswear
nike.com,shuzyy_,1488,,1,1703352614000,,,,,,,Sportswear
apple.com,amielvonlourdes,20882,-0.02309329692,1,1702999774000,,,,,,,Smartphone
adidas.com,heisdiceyy,421,-0.01998001998,1,1702872884000,,,,,,,Sportswear
nike.com,heisdiceyy,421,-0.01998001998,2,1702872884000,,,,,,,Sportswear
temu.com,foodichihuo,100123,-0.006432858401,1,1702520883000,,,,,,,E-commerce
adidas.com,jakskiiii,1001,0.002002002002,1,1701405140000,,,,,,,Sportswear
hm.com,teachingmensfashion,2259757,-0.008834167143,1,1699663460000,,,,,,,Retails
nike.com,leah.tare,65519,-0.003341304708,1,1699118250000,GBR,0.5296,29.36165,0.275,0.725,2026-01-11,Sportswear
maybelline.com,caitlinrraine,25510,-0.003929302775,1,1698765381000,USA,0.7837,29.02745,0.17,0.83,2026-01-11,Cosmetics
gucci.com,pinogesuele,511,0.007635044856,1,1693844849000,,,,,,,Retails
temu.com,_luana_1983,56846,-0.001978712879,1,1691777800000,,,,,,,E-commerce
dior.com,bogagh,62682,-0.000116010963,1,1689053085000,,,,,,,Retails
lancome.com,falcofritz,23704,,1,1688296321000,,,,,,,Skincare
dior.com,falcofritz,23704,,1,1688296321000,,,,,,,Retails
adidas.com,crash_money_420,4729,-0.004062716302,1,1688150228000,,,,,,,Sportswear
gucci.com,babaeffect_h_records,931,-0.06857253235,7,1688143638000,,,,,,,Retails
nike.com,iam_ky_ro,811,-0.002380668968,1,1688090365000,,,,,,,Sportswear
